prompt,context,gender,age,occupation,target_mid,target_title
"User profile (audit only):
- gender: M
- age: 18-24
- occupation: college/grad student

Watch history:
1. Schindler's List (1993)
2. Big Carnival, The (1951)
3. Unstrung Heroes (1995)
4. Cutting Edge, The (1992)
5. Very Natural Thing, A (1974)
6. Lady and the Tramp (1955)
7. Lifeforce (1985)
8. Tetsuo II: Body Hammer (1992)
9. Christine (1983)
10. Waking Ned Devine (1998)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Schindler's List (1993)
2. Big Carnival, The (1951)
3. Unstrung Heroes (1995)
4. Cutting Edge, The (1992)
5. Very Natural Thing, A (1974)
6. Lady and the Tramp (1955)
7. Lifeforce (1985)
8. Tetsuo II: Body Hammer (1992)
9. Christine (1983)
10. Waking Ned Devine (1998)",M,18-24,college/grad student,2608,Heaven (1998)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: executive/managerial

Watch history:
1. Heathers (1989)
2. Philadelphia Story, The (1940)
3. Muppet Movie, The (1979)
4. Young Frankenstein (1974)
5. Airplane! (1980)
6. Psycho (1960)
7. Jacob's Ladder (1990)
8. American Werewolf in London, An (1981)
9. Birds, The (1963)
10. Gremlins 2: The New Batch (1990)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Heathers (1989)
2. Philadelphia Story, The (1940)
3. Muppet Movie, The (1979)
4. Young Frankenstein (1974)
5. Airplane! (1980)
6. Psycho (1960)
7. Jacob's Ladder (1990)
8. American Werewolf in London, An (1981)
9. Birds, The (1963)
10. Gremlins 2: The New Batch (1990)",M,25-34,executive/managerial,2455,"Fly, The (1986)"
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: customer service

Watch history:
1. Dead Presidents (1995)
2. Broken Arrow (1996)
3. Who Framed Roger Rabbit? (1988)
4. Akira (1988)
5. Little Mermaid, The (1989)
6. Heavy Metal (1981)
7. Fox and the Hound, The (1981)
8. American Pop (1981)
9. Aladdin (1992)
10. Batman: Mask of the Phantasm (1993)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Dead Presidents (1995)
2. Broken Arrow (1996)
3. Who Framed Roger Rabbit? (1988)
4. Akira (1988)
5. Little Mermaid, The (1989)
6. Heavy Metal (1981)
7. Fox and the Hound, The (1981)
8. American Pop (1981)
9. Aladdin (1992)
10. Batman: Mask of the Phantasm (1993)",M,35-44,customer service,595,Beauty and the Beast (1991)
"User profile (audit only):
- gender: M
- age: 50-55
- occupation: other

Watch history:
1. Stir of Echoes (1999)
2. Tender Mercies (1983)
3. Stuart Little (1999)
4. Who Framed Roger Rabbit? (1988)
5. Summer of Sam (1999)
6. Wild Wild West (1999)
7. American Pop (1981)
8. Assault on Precinct 13 (1976)
9. Badlands (1973)
10. Blood Simple (1984)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Stir of Echoes (1999)
2. Tender Mercies (1983)
3. Stuart Little (1999)
4. Who Framed Roger Rabbit? (1988)
5. Summer of Sam (1999)
6. Wild Wild West (1999)
7. American Pop (1981)
8. Assault on Precinct 13 (1976)
9. Badlands (1973)
10. Blood Simple (1984)",M,50-55,other,3740,Big Trouble in Little China (1986)
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: sales/marketing

Watch history:
1. Verdict, The (1982)
2. Back to the Future (1985)
3. Say Anything... (1989)
4. Day the Earth Stood Still, The (1951)
5. Red Rock West (1992)
6. Clueless (1995)
7. Suddenly, Last Summer (1959)
8. Fast Times at Ridgemont High (1982)
9. Dead Ringers (1988)
10. Lost Weekend, The (1945)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Verdict, The (1982)
2. Back to the Future (1985)
3. Say Anything... (1989)
4. Day the Earth Stood Still, The (1951)
5. Red Rock West (1992)
6. Clueless (1995)
7. Suddenly, Last Summer (1959)
8. Fast Times at Ridgemont High (1982)
9. Dead Ringers (1988)
10. Lost Weekend, The (1945)",M,35-44,sales/marketing,3552,Caddyshack (1980)
"User profile (audit only):
- gender: M
- age: 50-55
- occupation: other

Watch history:
1. Hamlet (1990)
2. Basketball Diaries, The (1995)
3. Primary Colors (1998)
4. Remains of the Day, The (1993)
5. Mercury Rising (1998)
6. Mother Night (1996)
7. Two Jakes, The (1990)
8. Client, The (1994)
9. Nell (1994)
10. Mr. Holland's Opus (1995)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Hamlet (1990)
2. Basketball Diaries, The (1995)
3. Primary Colors (1998)
4. Remains of the Day, The (1993)
5. Mercury Rising (1998)
6. Mother Night (1996)
7. Two Jakes, The (1990)
8. Client, The (1994)
9. Nell (1994)
10. Mr. Holland's Opus (1995)",M,50-55,other,1672,"Rainmaker, The (1997)"
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: self-employed

Watch history:
1. Heathers (1989)
2. Bulworth (1998)
3. Monty Python's Life of Brian (1979)
4. Roger & Me (1989)
5. Cabinet of Dr. Ramirez, The (1991)
6. Cat Ballou (1965)
7. Young Frankenstein (1974)
8. Women, The (1939)
9. Opposite of Sex, The (1998)
10. Waking Ned Devine (1998)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Heathers (1989)
2. Bulworth (1998)
3. Monty Python's Life of Brian (1979)
4. Roger & Me (1989)
5. Cabinet of Dr. Ramirez, The (1991)
6. Cat Ballou (1965)
7. Young Frankenstein (1974)
8. Women, The (1939)
9. Opposite of Sex, The (1998)
10. Waking Ned Devine (1998)",M,35-44,self-employed,2759,Dick (1999)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: writer

Watch history:
1. Robocop 2 (1990)
2. Robocop (1987)
3. Shakes the Clown (1991)
4. Ace Ventura: Pet Detective (1994)
5. Airheads (1994)
6. Billy Madison (1995)
7. Buffy the Vampire Slayer (1992)
8. Cabin Boy (1994)
9. Canadian Bacon (1994)
10. Dirty Dancing (1987)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Robocop 2 (1990)
2. Robocop (1987)
3. Shakes the Clown (1991)
4. Ace Ventura: Pet Detective (1994)
5. Airheads (1994)
6. Billy Madison (1995)
7. Buffy the Vampire Slayer (1992)
8. Cabin Boy (1994)
9. Canadian Bacon (1994)
10. Dirty Dancing (1987)",M,25-34,writer,662,Fear (1996)
"User profile (audit only):
- gender: F
- age: 50-55
- occupation: doctor/health care

Watch history:
1. Who Framed Roger Rabbit? (1988)
2. Around the World in 80 Days (1956)
3. Jurassic Park (1993)
4. True Grit (1969)
5. Shakespeare in Love (1998)
6. West Side Story (1961)
7. William Shakespeare's Romeo and Juliet (1996)
8. Forrest Gump (1994)
9. Rob Roy (1995)
10. When Harry Met Sally... (1989)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Who Framed Roger Rabbit? (1988)
2. Around the World in 80 Days (1956)
3. Jurassic Park (1993)
4. True Grit (1969)
5. Shakespeare in Love (1998)
6. West Side Story (1961)
7. William Shakespeare's Romeo and Juliet (1996)
8. Forrest Gump (1994)
9. Rob Roy (1995)
10. When Harry Met Sally... (1989)",F,50-55,doctor/health care,1286,Somewhere in Time (1980)
"User profile (audit only):
- gender: F
- age: 25-34
- occupation: executive/managerial

Watch history:
1. Nine Months (1995)
2. Joe's Apartment (1996)
3. Vegas Vacation (1997)
4. Forces of Nature (1999)
5. Beverly Hills Ninja (1997)
6. Hocus Pocus (1993)
7. Exit to Eden (1994)
8. Ready to Wear (Pret-A-Porter) (1994)
9. Muse, The (1999)
10. French Kiss (1995)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Nine Months (1995)
2. Joe's Apartment (1996)
3. Vegas Vacation (1997)
4. Forces of Nature (1999)
5. Beverly Hills Ninja (1997)
6. Hocus Pocus (1993)
7. Exit to Eden (1994)
8. Ready to Wear (Pret-A-Porter) (1994)
9. Muse, The (1999)
10. French Kiss (1995)",F,25-34,executive/managerial,1409,Michael (1996)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: technician/engineer

Watch history:
1. Lord of Illusions (1995)
2. Lake Placid (1999)
3. Craft, The (1996)
4. Species (1995)
5. Candyman (1992)
6. Haunting, The (1999)
7. Freddy's Dead: The Final Nightmare (1991)
8. Iron Giant, The (1999)
9. Wallace & Gromit: The Best of Aardman Animation (1996)
10. Toy Story 2 (1999)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Lord of Illusions (1995)
2. Lake Placid (1999)
3. Craft, The (1996)
4. Species (1995)
5. Candyman (1992)
6. Haunting, The (1999)
7. Freddy's Dead: The Final Nightmare (1991)
8. Iron Giant, The (1999)
9. Wallace & Gromit: The Best of Aardman Animation (1996)
10. Toy Story 2 (1999)",M,25-34,technician/engineer,3213,Batman: Mask of the Phantasm (1993)
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: customer service

Watch history:
1. Conspiracy Theory (1997)
2. Starship Troopers (1997)
3. Mummy, The (1999)
4. Fled (1996)
5. Young Sherlock Holmes (1985)
6. Long Kiss Goodnight, The (1996)
7. Rumble in the Bronx (1995)
8. Logan's Run (1976)
9. Escape from the Planet of the Apes (1971)
10. Mission: Impossible (1996)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Conspiracy Theory (1997)
2. Starship Troopers (1997)
3. Mummy, The (1999)
4. Fled (1996)
5. Young Sherlock Holmes (1985)
6. Long Kiss Goodnight, The (1996)
7. Rumble in the Bronx (1995)
8. Logan's Run (1976)
9. Escape from the Planet of the Apes (1971)
10. Mission: Impossible (1996)",M,35-44,customer service,2115,Indiana Jones and the Temple of Doom (1984)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: technician/engineer

Watch history:
1. Tales from the Crypt Presents: Bordello of Blood (1996)
2. Blair Witch Project, The (1999)
3. Faculty, The (1998)
4. Hellraiser: Bloodline (1996)
5. Wolf (1994)
6. House on Haunted Hill, The (1999)
7. Three Kings (1999)
8. Saving Private Ryan (1998)
9. Crying Game, The (1992)
10. G.I. Jane (1997)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Tales from the Crypt Presents: Bordello of Blood (1996)
2. Blair Witch Project, The (1999)
3. Faculty, The (1998)
4. Hellraiser: Bloodline (1996)
5. Wolf (1994)
6. House on Haunted Hill, The (1999)
7. Three Kings (1999)
8. Saving Private Ryan (1998)
9. Crying Game, The (1992)
10. G.I. Jane (1997)",M,25-34,technician/engineer,473,In the Army Now (1994)
"User profile (audit only):
- gender: F
- age: 25-34
- occupation: customer service

Watch history:
1. Fatal Attraction (1987)
2. Con Air (1997)
3. Heat (1995)
4. Heathers (1989)
5. Pretty Woman (1990)
6. Austin Powers: International Man of Mystery (1997)
7. Austin Powers: The Spy Who Shagged Me (1999)
8. As Good As It Gets (1997)
9. Bonfire of the Vanities (1990)
10. Blair Witch Project, The (1999)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Fatal Attraction (1987)
2. Con Air (1997)
3. Heat (1995)
4. Heathers (1989)
5. Pretty Woman (1990)
6. Austin Powers: International Man of Mystery (1997)
7. Austin Powers: The Spy Who Shagged Me (1999)
8. As Good As It Gets (1997)
9. Bonfire of the Vanities (1990)
10. Blair Witch Project, The (1999)",F,25-34,customer service,1835,City of Angels (1998)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: sales/marketing

Watch history:
1. Village of the Damned (1960)
2. War of the Worlds, The (1953)
3. Godzilla (Gojira) (1954)
4. Them! (1954)
5. Gattaca (1997)
6. Soylent Green (1973)
7. Army of Darkness (1993)
8. Escape from New York (1981)
9. Jurassic Park (1993)
10. Sneakers (1992)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Village of the Damned (1960)
2. War of the Worlds, The (1953)
3. Godzilla (Gojira) (1954)
4. Them! (1954)
5. Gattaca (1997)
6. Soylent Green (1973)
7. Army of Darkness (1993)
8. Escape from New York (1981)
9. Jurassic Park (1993)
10. Sneakers (1992)",M,25-34,sales/marketing,1356,Star Trek: First Contact (1996)
"User profile (audit only):
- gender: M
- age: 18-24
- occupation: academic/educator

Watch history:
1. Black Hole, The (1979)
2. Transformers: The Movie, The (1986)
3. Deep Blue Sea (1999)
4. Fly II, The (1989)
5. Sphere (1998)
6. Event Horizon (1997)
7. Swamp Thing (1982)
8. Star Trek V: The Final Frontier (1989)
9. Supernova (2000)
10. Wild Wild West (1999)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Black Hole, The (1979)
2. Transformers: The Movie, The (1986)
3. Deep Blue Sea (1999)
4. Fly II, The (1989)
5. Sphere (1998)
6. Event Horizon (1997)
7. Swamp Thing (1982)
8. Star Trek V: The Final Frontier (1989)
9. Supernova (2000)
10. Wild Wild West (1999)",M,18-24,academic/educator,2450,Howard the Duck (1986)
"User profile (audit only):
- gender: F
- age: 18-24
- occupation: college/grad student

Watch history:
1. Forever Young (1992)
2. Powder (1995)
3. Flight of the Navigator (1986)
4. Lost World: Jurassic Park, The (1997)
5. Junior (1994)
6. Deep Impact (1998)
7. Coneheads (1993)
8. Shakespeare in Love (1998)
9. Clerks (1994)
10. Beetlejuice (1988)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Forever Young (1992)
2. Powder (1995)
3. Flight of the Navigator (1986)
4. Lost World: Jurassic Park, The (1997)
5. Junior (1994)
6. Deep Impact (1998)
7. Coneheads (1993)
8. Shakespeare in Love (1998)
9. Clerks (1994)
10. Beetlejuice (1988)",F,18-24,college/grad student,367,"Mask, The (1994)"
"User profile (audit only):
- gender: F
- age: 18-24
- occupation: college/grad student

Watch history:
1. Nutty Professor, The (1963)
2. Single White Female (1992)
3. Air Force One (1997)
4. Blast from the Past (1999)
5. True Lies (1994)
6. Jerry Maguire (1996)
7. Crying Game, The (1992)
8. Speed (1994)
9. Last of the Mohicans, The (1992)
10. Forrest Gump (1994)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Nutty Professor, The (1963)
2. Single White Female (1992)
3. Air Force One (1997)
4. Blast from the Past (1999)
5. True Lies (1994)
6. Jerry Maguire (1996)
7. Crying Game, The (1992)
8. Speed (1994)
9. Last of the Mohicans, The (1992)
10. Forrest Gump (1994)",F,18-24,college/grad student,2671,Notting Hill (1999)
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: technician/engineer

Watch history:
1. Shining, The (1980)
2. Thing, The (1982)
3. American Werewolf in London, An (1981)
4. Jaws (1975)
5. Heavy Metal (1981)
6. Hidden, The (1987)
7. Halloween (1978)
8. Poltergeist (1982)
9. Birds, The (1963)
10. Tales from the Crypt Presents: Bordello of Blood (1996)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Shining, The (1980)
2. Thing, The (1982)
3. American Werewolf in London, An (1981)
4. Jaws (1975)
5. Heavy Metal (1981)
6. Hidden, The (1987)
7. Halloween (1978)
8. Poltergeist (1982)
9. Birds, The (1963)
10. Tales from the Crypt Presents: Bordello of Blood (1996)",M,35-44,technician/engineer,2716,Ghostbusters (1984)
"User profile (audit only):
- gender: M
- age: 50-55
- occupation: retired

Watch history:
1. Casablanca (1942)
2. Glory (1989)
3. Back to the Future (1985)
4. Night of the Comet (1984)
5. Girl, Interrupted (1999)
6. Big Sleep, The (1946)
7. North by Northwest (1959)
8. Professional, The (a.k.a. Leon: The Professional) (1994)
9. Stand by Me (1986)
10. American Beauty (1999)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Casablanca (1942)
2. Glory (1989)
3. Back to the Future (1985)
4. Night of the Comet (1984)
5. Girl, Interrupted (1999)
6. Big Sleep, The (1946)
7. North by Northwest (1959)
8. Professional, The (a.k.a. Leon: The Professional) (1994)
9. Stand by Me (1986)
10. American Beauty (1999)",M,50-55,retired,608,Fargo (1996)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: artist

Watch history:
1. Broken Arrow (1996)
2. Batman Returns (1992)
3. Air Force One (1997)
4. Crow, The (1994)
5. Cliffhanger (1993)
6. Falling Down (1993)
7. River Wild, The (1994)
8. Rising Sun (1993)
9. Dick Tracy (1990)
10. Twister (1996)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Broken Arrow (1996)
2. Batman Returns (1992)
3. Air Force One (1997)
4. Crow, The (1994)
5. Cliffhanger (1993)
6. Falling Down (1993)
7. River Wild, The (1994)
8. Rising Sun (1993)
9. Dick Tracy (1990)
10. Twister (1996)",M,25-34,artist,2002,Lethal Weapon 3 (1992)
"User profile (audit only):
- gender: M
- age: 18-24
- occupation: artist

Watch history:
1. Who's Afraid of Virginia Woolf? (1966)
2. Elephant Man, The (1980)
3. Princess Bride, The (1987)
4. Midnight Cowboy (1969)
5. 2001: A Space Odyssey (1968)
6. Fisher King, The (1991)
7. Army of Darkness (1993)
8. Close Encounters of the Third Kind (1977)
9. Room with a View, A (1986)
10. American in Paris, An (1951)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Who's Afraid of Virginia Woolf? (1966)
2. Elephant Man, The (1980)
3. Princess Bride, The (1987)
4. Midnight Cowboy (1969)
5. 2001: A Space Odyssey (1968)
6. Fisher King, The (1991)
7. Army of Darkness (1993)
8. Close Encounters of the Third Kind (1977)
9. Room with a View, A (1986)
10. American in Paris, An (1951)",M,18-24,artist,2178,Frenzy (1972)
"User profile (audit only):
- gender: F
- age: 35-44
- occupation: programmer

Watch history:
1. Back to the Future (1985)
2. Blade Runner (1982)
3. Stop Making Sense (1984)
4. Manon of the Spring (Manon des sources) (1986)
5. Witness (1985)
6. My Life as a Dog (Mitt liv som hund) (1985)
7. Bull Durham (1988)
8. Do the Right Thing (1989)
9. Jean de Florette (1986)
10. Ferris Bueller's Day Off (1986)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Back to the Future (1985)
2. Blade Runner (1982)
3. Stop Making Sense (1984)
4. Manon of the Spring (Manon des sources) (1986)
5. Witness (1985)
6. My Life as a Dog (Mitt liv som hund) (1985)
7. Bull Durham (1988)
8. Do the Right Thing (1989)
9. Jean de Florette (1986)
10. Ferris Bueller's Day Off (1986)",F,35-44,programmer,2020,Dangerous Liaisons (1988)
"User profile (audit only):
- gender: M
- age: 18-24
- occupation: college/grad student

Watch history:
1. Chasing Amy (1997)
2. Office Space (1999)
3. Dave (1993)
4. L.A. Story (1991)
5. Sliding Doors (1998)
6. You've Got Mail (1998)
7. Before Sunrise (1995)
8. Sleepless in Seattle (1993)
9. It Could Happen to You (1994)
10. Singles (1992)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Chasing Amy (1997)
2. Office Space (1999)
3. Dave (1993)
4. L.A. Story (1991)
5. Sliding Doors (1998)
6. You've Got Mail (1998)
7. Before Sunrise (1995)
8. Sleepless in Seattle (1993)
9. It Could Happen to You (1994)
10. Singles (1992)",M,18-24,college/grad student,852,Tin Cup (1996)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: scientist

Watch history:
1. Return of the Pink Panther, The (1974)
2. Scrooged (1988)
3. Gods Must Be Crazy, The (1980)
4. Harvey (1950)
5. Ruthless People (1986)
6. Wayne's World (1992)
7. Mary Poppins (1964)
8. Real Genius (1985)
9. EDtv (1999)
10. Christmas Vacation (1989)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Return of the Pink Panther, The (1974)
2. Scrooged (1988)
3. Gods Must Be Crazy, The (1980)
4. Harvey (1950)
5. Ruthless People (1986)
6. Wayne's World (1992)
7. Mary Poppins (1964)
8. Real Genius (1985)
9. EDtv (1999)
10. Christmas Vacation (1989)",M,25-34,scientist,3809,What About Bob? (1991)
"User profile (audit only):
- gender: F
- age: 25-34
- occupation: clerical/admin

Watch history:
1. Strictly Ballroom (1992)
2. My Man Godfrey (1936)
3. Local Hero (1983)
4. Cool Hand Luke (1967)
5. Back to the Future (1985)
6. Animal House (1978)
7. American Graffiti (1973)
8. Groundhog Day (1993)
9. Roman Holiday (1953)
10. Toy Story (1995)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Strictly Ballroom (1992)
2. My Man Godfrey (1936)
3. Local Hero (1983)
4. Cool Hand Luke (1967)
5. Back to the Future (1985)
6. Animal House (1978)
7. American Graffiti (1973)
8. Groundhog Day (1993)
9. Roman Holiday (1953)
10. Toy Story (1995)",F,25-34,clerical/admin,3114,Toy Story 2 (1999)
"User profile (audit only):
- gender: F
- age: 35-44
- occupation: sales/marketing

Watch history:
1. Pagemaster, The (1994)
2. Anaconda (1997)
3. Bird on a Wire (1990)
4. Congo (1995)
5. Batman & Robin (1997)
6. Free Willy (1993)
7. Super Mario Bros. (1993)
8. Avengers, The (1998)
9. Bringing Up Baby (1938)
10. American Beauty (1999)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Pagemaster, The (1994)
2. Anaconda (1997)
3. Bird on a Wire (1990)
4. Congo (1995)
5. Batman & Robin (1997)
6. Free Willy (1993)
7. Super Mario Bros. (1993)
8. Avengers, The (1998)
9. Bringing Up Baby (1938)
10. American Beauty (1999)",F,35-44,sales/marketing,1238,Local Hero (1983)
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: programmer

Watch history:
1. Quatermass and the Pit (1967)
2. Metropolis (1926)
3. Alien (1979)
4. Blade Runner (1982)
5. Them! (1954)
6. Quatermass II (1957)
7. Brazil (1985)
8. Pi (1998)
9. Clockwork Orange, A (1971)
10. Time Bandits (1981)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Quatermass and the Pit (1967)
2. Metropolis (1926)
3. Alien (1979)
4. Blade Runner (1982)
5. Them! (1954)
6. Quatermass II (1957)
7. Brazil (1985)
8. Pi (1998)
9. Clockwork Orange, A (1971)
10. Time Bandits (1981)",M,35-44,programmer,2173,"Navigator: A Mediaeval Odyssey, The (1988)"
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: programmer

Watch history:
1. Taxi Driver (1976)
2. GoodFellas (1990)
3. Fargo (1996)
4. Platoon (1986)
5. Good Will Hunting (1997)
6. Dead Man Walking (1995)
7. North by Northwest (1959)
8. Amadeus (1984)
9. In the Heat of the Night (1967)
10. Chariots of Fire (1981)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Taxi Driver (1976)
2. GoodFellas (1990)
3. Fargo (1996)
4. Platoon (1986)
5. Good Will Hunting (1997)
6. Dead Man Walking (1995)
7. North by Northwest (1959)
8. Amadeus (1984)
9. In the Heat of the Night (1967)
10. Chariots of Fire (1981)",M,35-44,programmer,1203,12 Angry Men (1957)
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: writer

Watch history:
1. Witness (1985)
2. E.T. the Extra-Terrestrial (1982)
3. Jean de Florette (1986)
4. Prick Up Your Ears (1987)
5. Last Emperor, The (1987)
6. Driving Miss Daisy (1989)
7. Fitzcarraldo (1982)
8. Glory (1989)
9. Hoosiers (1986)
10. Soldier's Story, A (1984)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Witness (1985)
2. E.T. the Extra-Terrestrial (1982)
3. Jean de Florette (1986)
4. Prick Up Your Ears (1987)
5. Last Emperor, The (1987)
6. Driving Miss Daisy (1989)
7. Fitzcarraldo (1982)
8. Glory (1989)
9. Hoosiers (1986)
10. Soldier's Story, A (1984)",M,35-44,writer,3169,"Falcon and the Snowman, The (1984)"
"User profile (audit only):
- gender: M
- age: 18-24
- occupation: customer service

Watch history:
1. Dumbo (1941)
2. Who Framed Roger Rabbit? (1988)
3. Snow White and the Seven Dwarfs (1937)
4. 101 Dalmatians (1961)
5. Peter Pan (1953)
6. Bug's Life, A (1998)
7. Jungle Book, The (1967)
8. Little Mermaid, The (1989)
9. Sleeping Beauty (1959)
10. Hunchback of Notre Dame, The (1996)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Dumbo (1941)
2. Who Framed Roger Rabbit? (1988)
3. Snow White and the Seven Dwarfs (1937)
4. 101 Dalmatians (1961)
5. Peter Pan (1953)
6. Bug's Life, A (1998)
7. Jungle Book, The (1967)
8. Little Mermaid, The (1989)
9. Sleeping Beauty (1959)
10. Hunchback of Notre Dame, The (1996)",M,18-24,customer service,1033,"Fox and the Hound, The (1981)"
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: other

Watch history:
1. Hard Day's Night, A (1964)
2. His Girl Friday (1940)
3. Christmas Story, A (1983)
4. And Now for Something Completely Different (1971)
5. Living in Oblivion (1995)
6. American Graffiti (1973)
7. Chicken Run (2000)
8. Raising Arizona (1987)
9. Diner (1982)
10. Love and Death (1975)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Hard Day's Night, A (1964)
2. His Girl Friday (1940)
3. Christmas Story, A (1983)
4. And Now for Something Completely Different (1971)
5. Living in Oblivion (1995)
6. American Graffiti (1973)
7. Chicken Run (2000)
8. Raising Arizona (1987)
9. Diner (1982)
10. Love and Death (1975)",M,35-44,other,1188,Strictly Ballroom (1992)
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: executive/managerial

Watch history:
1. Top Gun (1986)
2. Beneath the Planet of the Apes (1970)
3. Speed (1994)
4. For Your Eyes Only (1981)
5. Rock, The (1996)
6. Independence Day (ID4) (1996)
7. Backdraft (1991)
8. Conspiracy Theory (1997)
9. Payback (1999)
10. Mission: Impossible (1996)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Top Gun (1986)
2. Beneath the Planet of the Apes (1970)
3. Speed (1994)
4. For Your Eyes Only (1981)
5. Rock, The (1996)
6. Independence Day (ID4) (1996)
7. Backdraft (1991)
8. Conspiracy Theory (1997)
9. Payback (1999)
10. Mission: Impossible (1996)",M,25-34,executive/managerial,1320,Alien³ (1992)
