prompt,context,gender,age,occupation,target_mid,target_title
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: doctor/health care

Watch history:
1. Hobbit: The Motion Picture Trilogy Extended Edition
2. Thor
3. Over Hawaii
4. Gladiator VHS
5. Burt Wolf: Holland &amp; Belgium
6. The Woman in Green
7. Sherlock Holmes  Terror by Night
8. Dressed to Kill VHS
9. Remember
10. Tomorrowland

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Hobbit: The Motion Picture Trilogy Extended Edition
2. Thor
3. Over Hawaii
4. Gladiator VHS
5. Burt Wolf: Holland &amp; Belgium
6. The Woman in Green
7. Sherlock Holmes  Terror by Night
8. Dressed to Kill VHS
9. Remember
10. Tomorrowland",M,25-34,doctor/health care,B00R041FXA,Masterpiece Mystery: Grantchester
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: sales/marketing

Watch history:
1. Baa Baa Black Sheep: Volume 2
2. Emergency! Season Four
3. Emergency! Season Four
4. Emergency! The Final Rescues
5. Emergency: Season 6
6. The Commish: The Complete Series
7. Dragnet 1969: Season 3
8. The Rockford Files: Season Three
9. The Rockford Files: Season Four
10. Adam-12: Season 2

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Baa Baa Black Sheep: Volume 2
2. Emergency! Season Four
3. Emergency! Season Four
4. Emergency! The Final Rescues
5. Emergency: Season 6
6. The Commish: The Complete Series
7. Dragnet 1969: Season 3
8. The Rockford Files: Season Three
9. The Rockford Files: Season Four
10. Adam-12: Season 2",M,25-34,sales/marketing,B001JFKWE4,The Rockford Files: Season Six
"User profile (audit only):
- gender: F
- age: 25-34
- occupation: academic/educator

Watch history:
1. Barbie Mariposa &amp; The Fairy Princess
2. How to Train Your Dragon 2
3. The Wizard of Oz VHS
4. Fraidy Cat
5. Drak Pack: Complete Series
6. Drak Pack: Complete Series
7. Swan Princess Triple Feature
8. Quack Pack, Volume 1
9. Barbie in A Mermaid Tale
10. Tinker Bell and the Legend of the Neverbeast

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Barbie Mariposa &amp; The Fairy Princess
2. How to Train Your Dragon 2
3. The Wizard of Oz VHS
4. Fraidy Cat
5. Drak Pack: Complete Series
6. Drak Pack: Complete Series
7. Swan Princess Triple Feature
8. Quack Pack, Volume 1
9. Barbie in A Mermaid Tale
10. Tinker Bell and the Legend of the Neverbeast",F,25-34,academic/educator,B00H5MI9LI,An American Tail: The Treasure of Manhattan Island / An American Tail: The Mystery of the Night Monster / The Tale of Despereaux / The Adventures of Brer Rabbit Family Fun Pack
"User profile (audit only):
- gender: F
- age: 55-64
- occupation: clerical/admin

Watch history:
1. Bodyguards &amp; Assassins
2. Black Eagle
3. The Four
4. ROBOT
5. LAST TYCOON THE
6. Doctor Who - The Key to Time Collection
7. Wu Xia [2011, HK] (a.k.a Wuxia) DVD - Uncut Foil Cover Edition
8. The Horde [2009, France][English/French Dual Audio Version]
9. Night of the Demons 2 VHS
10. Miami Connection

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Bodyguards &amp; Assassins
2. Black Eagle
3. The Four
4. ROBOT
5. LAST TYCOON THE
6. Doctor Who - The Key to Time Collection
7. Wu Xia [2011, HK] (a.k.a Wuxia) DVD - Uncut Foil Cover Edition
8. The Horde [2009, France][English/French Dual Audio Version]
9. Night of the Demons 2 VHS
10. Miami Connection",F,55-64,clerical/admin,B000E3LGP6,Shock-O-Rama
"User profile (audit only):
- gender: F
- age: 35-44
- occupation: academic/educator

Watch history:
1. Sling Blade VHS
2. Clerks VHS
3. Cowboy Bebop - Best Sessions
4. History of the World Part 1 VHS
5. Walt Disney Treasures: Davy Crockett - The Complete Televised Series
6. The Monster Legacy Gift Set: (Frankenstein / Dracula / The Wolf Man)
7. South Park: Season 3
8. Wolf's Rain - Leader of the Pack
9. Lupin the 3rd - The Secret of Mamo
10. Batman: The Animated Series, Volume 1

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Sling Blade VHS
2. Clerks VHS
3. Cowboy Bebop - Best Sessions
4. History of the World Part 1 VHS
5. Walt Disney Treasures: Davy Crockett - The Complete Televised Series
6. The Monster Legacy Gift Set: (Frankenstein / Dracula / The Wolf Man)
7. South Park: Season 3
8. Wolf's Rain - Leader of the Pack
9. Lupin the 3rd - The Secret of Mamo
10. Batman: The Animated Series, Volume 1",F,35-44,academic/educator,B0001MZ7KA,Aqua Teen Hunger Force - Volume Two
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: sales/marketing

Watch history:
1. No Night Is Too Long
2. Free Fall
3. A Little Chaos
4. Those People
5. The Duel
6. Out of the Dark VHS
7. Happy Together VHS
8. Uncle Boonmee Who Can Recall His Past Lives
9. Coming Home
10. Wait Until Dark VHS

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. No Night Is Too Long
2. Free Fall
3. A Little Chaos
4. Those People
5. The Duel
6. Out of the Dark VHS
7. Happy Together VHS
8. Uncle Boonmee Who Can Recall His Past Lives
9. Coming Home
10. Wait Until Dark VHS",M,35-44,sales/marketing,B00BG4R8SG,Hello Dolly!
"User profile (audit only):
- gender: F
- age: 45-54
- occupation: unemployed

Watch history:
1. Breakfast At Tiffany's
2. The Queen
3. Master and Commander: The Far Side of the World
4. Jesus Camp
5. Once
6. Once
7. Who Will Be My Friend VHS
8. Pan's Labyrinth
9. Pan's Labyrinth - Limited Edition Mondo X Steelbook [Blu-ray - DVD]
10. Pan's Labyrinth [Blu-ray] [Blu-ray] (2009)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Breakfast At Tiffany's
2. The Queen
3. Master and Commander: The Far Side of the World
4. Jesus Camp
5. Once
6. Once
7. Who Will Be My Friend VHS
8. Pan's Labyrinth
9. Pan's Labyrinth - Limited Edition Mondo X Steelbook [Blu-ray - DVD]
10. Pan's Labyrinth [Blu-ray] [Blu-ray] (2009)",F,45-54,unemployed,B00005ALS0,Best in Show
"User profile (audit only):
- gender: F
- age: 55-64
- occupation: college/grad student

Watch history:
1. Best of Collection: Here's Lucy
2. Box Of Bigfoot: Hillbillies Vs. Sasquatch
3. Janis Joplin - Final 24: Her Final Hours
4. A Haunting in Salem
5. Ice Cream Man / Jack Frost 2 / Killer Tongue - Triple Feature
6. Red Planet
7. Pep Squad
8. Donner Pass
9. Death Row
10. Slaughter Night

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Best of Collection: Here's Lucy
2. Box Of Bigfoot: Hillbillies Vs. Sasquatch
3. Janis Joplin - Final 24: Her Final Hours
4. A Haunting in Salem
5. Ice Cream Man / Jack Frost 2 / Killer Tongue - Triple Feature
6. Red Planet
7. Pep Squad
8. Donner Pass
9. Death Row
10. Slaughter Night",F,55-64,college/grad student,B002M3VXOA,Dire Straits
"User profile (audit only):
- gender: F
- age: 25-34
- occupation: unemployed

Watch history:
1. The Man with One Red Shoe VHS
2. Big VHS
3. Wall-E (Mandarin Chinese Edition)
4. Cast Away
5. Love Actually
6. Friday Night Lights
7. Van Helsing
8. Constantine
9. The Princess Diaries/The Princess Diaries 2 - Royal Engagement anglais
10. Constantine [Blu-ray] [Blu-ray] (2008)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. The Man with One Red Shoe VHS
2. Big VHS
3. Wall-E (Mandarin Chinese Edition)
4. Cast Away
5. Love Actually
6. Friday Night Lights
7. Van Helsing
8. Constantine
9. The Princess Diaries/The Princess Diaries 2 - Royal Engagement anglais
10. Constantine [Blu-ray] [Blu-ray] (2008)",F,25-34,unemployed,B0053O8ALE,Person of Interest: Complete Season 1
"User profile (audit only):
- gender: M
- age: 18-24
- occupation: other

Watch history:
1. Gunsmoke: The Last Apache VHS
2. Gunsmoke - The Last Apache
3. Gunsmoke - 50th Anniversary Collection, Volume 1
4. TCM Greatest Classic Legends Film Collection: Burt Lancaster (Local Hero / The Flame and the Arrow / Executive Action / Seven Days in May)
5. The Magic Show with Doug Henning
6. Jesse James Rides Again - 13 chapter movie serial
7. Brenda Starr, Reporter
8. Yankee Doodle Dandy Classic Musicals Collection  VHS
9. Judgment at Nuremberg VHS
10. The Shining

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Gunsmoke: The Last Apache VHS
2. Gunsmoke - The Last Apache
3. Gunsmoke - 50th Anniversary Collection, Volume 1
4. TCM Greatest Classic Legends Film Collection: Burt Lancaster (Local Hero / The Flame and the Arrow / Executive Action / Seven Days in May)
5. The Magic Show with Doug Henning
6. Jesse James Rides Again - 13 chapter movie serial
7. Brenda Starr, Reporter
8. Yankee Doodle Dandy Classic Musicals Collection  VHS
9. Judgment at Nuremberg VHS
10. The Shining",M,18-24,other,B00005JO20,King Kong
"User profile (audit only):
- gender: F
- age: 18-24
- occupation: artist

Watch history:
1. Stone Reader
2. Out Of Time
3. To Kill a Mockingbird
4. Berserk: War Cry, Vol. 1
5. Thirteen
6. Fast Runner
7. Master and Commander: The Far Side of the World
8. Love Actually
9. Girl with a Pearl Earring
10. The Shipping News

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Stone Reader
2. Out Of Time
3. To Kill a Mockingbird
4. Berserk: War Cry, Vol. 1
5. Thirteen
6. Fast Runner
7. Master and Commander: The Far Side of the World
8. Love Actually
9. Girl with a Pearl Earring
10. The Shipping News",F,18-24,artist,B00008G7ES,Berserk: God's Hands - Episodes 22-25
"User profile (audit only):
- gender: F
- age: 55-64
- occupation: doctor/health care

Watch history:
1. Finding John Christmas [Region 2]
2. When Angels Come to Town [Region 2]
3. Charlie's Angels - Season 1
4. Stars &amp; Bars VHS
5. Soul Surfer (2011)
6. Indiana Jones: The Complete Adventures (Raiders of the Lost Ark / Temple of Doom / Last Crusade / Kingdom of the Crystal Skull)
7. Danielle Steel's Safe Harbour
8. Mulligans
9. The Karate Kid [DVD] (2010)
10. Fast Five

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Finding John Christmas [Region 2]
2. When Angels Come to Town [Region 2]
3. Charlie's Angels - Season 1
4. Stars &amp; Bars VHS
5. Soul Surfer (2011)
6. Indiana Jones: The Complete Adventures (Raiders of the Lost Ark / Temple of Doom / Last Crusade / Kingdom of the Crystal Skull)
7. Danielle Steel's Safe Harbour
8. Mulligans
9. The Karate Kid [DVD] (2010)
10. Fast Five",F,55-64,doctor/health care,B004LQPP4K,"In &amp; Out (1997) Kevin Kline, Joan Cusack, Tom Selleck DVD"
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: doctor/health care

Watch history:
1. East West 101: Season One [Region 4]
2. Beck: 7-9
3. Beck: 10-12
4. The Young Montalbano: Episodes 4-6
5. The Octopus: Series 1
6. Beck: Episodes 13-15
7. Beck: Episodes 16-18
8. The Octopus 4 [Region 4]
9. The Octopus: Series 3
10. Octopus: Series 5

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. East West 101: Season One [Region 4]
2. Beck: 7-9
3. Beck: 10-12
4. The Young Montalbano: Episodes 4-6
5. The Octopus: Series 1
6. Beck: Episodes 13-15
7. Beck: Episodes 16-18
8. The Octopus 4 [Region 4]
9. The Octopus: Series 3
10. Octopus: Series 5",M,25-34,doctor/health care,B004CZRDWC,Octopus: Series 6
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: clerical/admin

Watch history:
1. The Wire: The Complete Series
2. Furious 7
3. Insidious: Chapter 3
4. Iron Man 3 anglais
5. Rocky: The Undisputed Collection
6. Rocky: The Undisputed Collection
7. South Park: Season 18
8. Snake Eyes VHS
9. Dressed to Kill Criterion Collection
10. Conjuring anglais

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. The Wire: The Complete Series
2. Furious 7
3. Insidious: Chapter 3
4. Iron Man 3 anglais
5. Rocky: The Undisputed Collection
6. Rocky: The Undisputed Collection
7. South Park: Season 18
8. Snake Eyes VHS
9. Dressed to Kill Criterion Collection
10. Conjuring anglais",M,25-34,clerical/admin,B017W1P79I,Chi-Raq
"User profile (audit only):
- gender: F
- age: 25-34
- occupation: clerical/admin

Watch history:
1. Glasslip - Complete Collection
2. Secret Service VHS
3. Thunderbolt: P-47 Fighter Bombers in Action Over Europe VHS
4. Kingsman: The Secret Service
5. Bludgeoning Angel Dokuro-Chan
6. Desert Punk
7. Eureka Seven: Volume 12
8. Shonen Jump Bleach 13 The Rescue
9. Bleach The Movie 4 - Hell Chapter (Boxed DVD, Licensed Japanese audio version with English subtitles, All Region)
10. Mobile Suit Gundam: The 08th MS Team - Miller's Report

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Glasslip - Complete Collection
2. Secret Service VHS
3. Thunderbolt: P-47 Fighter Bombers in Action Over Europe VHS
4. Kingsman: The Secret Service
5. Bludgeoning Angel Dokuro-Chan
6. Desert Punk
7. Eureka Seven: Volume 12
8. Shonen Jump Bleach 13 The Rescue
9. Bleach The Movie 4 - Hell Chapter (Boxed DVD, Licensed Japanese audio version with English subtitles, All Region)
10. Mobile Suit Gundam: The 08th MS Team - Miller's Report",F,25-34,clerical/admin,B000TQLJ2I,Pixar Shorts
"User profile (audit only):
- gender: F
- age: 25-34
- occupation: doctor/health care

Watch history:
1. Warner Gangsters Collection - Vol. 3: (Smart Money / Picture Snatcher / The Mayor of Hell / Lady Killer / Black Legion / Brother Orchid)
2. The Rockford Files: Season Five
3. Warner Gangsters Collection - Vol. 3: (Smart Money / Picture Snatcher / The Mayor of Hell / Lady Killer / Black Legion / Brother Orchid)
4. Gunslinger's Revenge
5. Ronin Gai
6. The Sonny Chiba Collection: Shogun's Ninja
7. Way West VHS
8. San Francisco Story
9. Hang 'Em High VHS
10. Rashomon VHS

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Warner Gangsters Collection - Vol. 3: (Smart Money / Picture Snatcher / The Mayor of Hell / Lady Killer / Black Legion / Brother Orchid)
2. The Rockford Files: Season Five
3. Warner Gangsters Collection - Vol. 3: (Smart Money / Picture Snatcher / The Mayor of Hell / Lady Killer / Black Legion / Brother Orchid)
4. Gunslinger's Revenge
5. Ronin Gai
6. The Sonny Chiba Collection: Shogun's Ninja
7. Way West VHS
8. San Francisco Story
9. Hang 'Em High VHS
10. Rashomon VHS",F,25-34,doctor/health care,B00003CXC6,Rashomon
"User profile (audit only):
- gender: F
- age: 25-34
- occupation: technician/engineer

Watch history:
1. Wild
2. BRD BIG EYES
3. Iron Lady
4. The Beatles: Let It Be
5. A Dangerous Life VHS
6. Mortuary [VHS]
7. Mayday At 40,000 Feet
8. Blue Jasmine
9. Ants
10. Mission Impossible: The '88 &amp; '89 TV Seasons

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Wild
2. BRD BIG EYES
3. Iron Lady
4. The Beatles: Let It Be
5. A Dangerous Life VHS
6. Mortuary [VHS]
7. Mayday At 40,000 Feet
8. Blue Jasmine
9. Ants
10. Mission Impossible: The '88 &amp; '89 TV Seasons",F,25-34,technician/engineer,B011MUA5J2,Mission: Impossible: The Original TV Series
"User profile (audit only):
- gender: F
- age: 45-54
- occupation: technician/engineer

Watch history:
1. Halloween 2 VHS
2. Halloween
3. Halloween
4. The Karate Kid Part III VHS
5. Next of Kin VHS
6. The Ku Klux Klan - A Secret History
7. Santa Claus Conquers the Martians VHS
8. Perfect Candidate VHS
9. Batman:Mask of the Phantasm Spanish Edition  VHS
10. The Dark Knight Rises

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Halloween 2 VHS
2. Halloween
3. Halloween
4. The Karate Kid Part III VHS
5. Next of Kin VHS
6. The Ku Klux Klan - A Secret History
7. Santa Claus Conquers the Martians VHS
8. Perfect Candidate VHS
9. Batman:Mask of the Phantasm Spanish Edition  VHS
10. The Dark Knight Rises",F,45-54,technician/engineer,0782010792,Christmas Collector's Pack The Bells of St. Mary's / It's a Wonderful Life
"User profile (audit only):
- gender: M
- age: 35-44
- occupation: clerical/admin

Watch history:
1. The Manchurian Candidate
2. Nitro Girls Swimsuit Calendar Special VHS
3. Ray
4. Ray
5. Friday Night Lights
6. Finding Neverland
7. Spanglish
8. OCEAN'S TWELVE (WS) (DVD)
9. Star Wars: Episode III - Revenge of the Sith (Mandarin Chinese Edition)
10. National Treasure

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. The Manchurian Candidate
2. Nitro Girls Swimsuit Calendar Special VHS
3. Ray
4. Ray
5. Friday Night Lights
6. Finding Neverland
7. Spanglish
8. OCEAN'S TWELVE (WS) (DVD)
9. Star Wars: Episode III - Revenge of the Sith (Mandarin Chinese Edition)
10. National Treasure",M,35-44,clerical/admin,B016LGTB1A,National Treasure
"User profile (audit only):
- gender: F
- age: 35-44
- occupation: homemaker

Watch history:
1. Guardians Of The Galaxy Region Free
2. Guardians of the Galaxy [Blu-ray]
3. Mrs. Brown VHS
4. Nebraska
5. Shameless: Season 4
6. Hustler VHS
7. Copper: Season 2
8. Ray Donovan: The Second Season
9. Take Me Home
10. Take Me Home

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Guardians Of The Galaxy Region Free
2. Guardians of the Galaxy [Blu-ray]
3. Mrs. Brown VHS
4. Nebraska
5. Shameless: Season 4
6. Hustler VHS
7. Copper: Season 2
8. Ray Donovan: The Second Season
9. Take Me Home
10. Take Me Home",F,35-44,homemaker,B00527QY88,Whitechapel - Series 3 Region 2  UK
"User profile (audit only):
- gender: F
- age: 25-34
- occupation: retired

Watch history:
1. Car 54 Where Are You: Complete First Season
2. Kids in the Hall - Complete Season 3 1991-1992
3. Dirty Driving: Thundercars of Indiana
4. Hey Dude - Season 1
5. Short Cuts VHS
6. Sorority House Massacre
7. Overnight
8. Overnight VHS
9. What's Happening!! - The Complete Second Season
10. Barney Miller - The First Season

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Car 54 Where Are You: Complete First Season
2. Kids in the Hall - Complete Season 3 1991-1992
3. Dirty Driving: Thundercars of Indiana
4. Hey Dude - Season 1
5. Short Cuts VHS
6. Sorority House Massacre
7. Overnight
8. Overnight VHS
9. What's Happening!! - The Complete Second Season
10. Barney Miller - The First Season",F,25-34,retired,B000EXZFS0,Family Affair: Season 1
"User profile (audit only):
- gender: F
- age: 55-64
- occupation: executive/managerial

Watch history:
1. Waiting to Exhale VHS
2. Preacher's Wife VHS
3. Soul Food VHS
4. The Fresh Prince of Bel-Air: Season 2
5. Martin: Season 2
6. Big Mommas: Like Father, Like Son
7. Selma
8. Tyler Perry's Good Deeds
9. No Good Deed [DVD]
10. Lee Daniels' The Butler

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Waiting to Exhale VHS
2. Preacher's Wife VHS
3. Soul Food VHS
4. The Fresh Prince of Bel-Air: Season 2
5. Martin: Season 2
6. Big Mommas: Like Father, Like Son
7. Selma
8. Tyler Perry's Good Deeds
9. No Good Deed [DVD]
10. Lee Daniels' The Butler",F,55-64,executive/managerial,B01EN7KSRU,Miles Ahead
"User profile (audit only):
- gender: M
- age: 25-34
- occupation: farmer

Watch history:
1. Soldier
2. Born in East La VHS
3. Paranoid
4. Super 8
5. Universal Soldier - Day Of Reckoning (Blu-ray + DVD)
6. Clint Eastwood Western Icon Collection: (High Plains Drifter / Joe Kidd / Two Mules For Sister Sara)
7. Dream House
8. I, Robot
9. Frankenstein Meets the Wolfman VHS
10. The Dirty Dozen Double Feature (The Dirty Dozen - The Deadly Mission / The Dirty Dozen - The Fatal Mission)

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Soldier
2. Born in East La VHS
3. Paranoid
4. Super 8
5. Universal Soldier - Day Of Reckoning (Blu-ray + DVD)
6. Clint Eastwood Western Icon Collection: (High Plains Drifter / Joe Kidd / Two Mules For Sister Sara)
7. Dream House
8. I, Robot
9. Frankenstein Meets the Wolfman VHS
10. The Dirty Dozen Double Feature (The Dirty Dozen - The Deadly Mission / The Dirty Dozen - The Fatal Mission)",M,25-34,farmer,B00DJ44MRG,American Horror Stories - 12 Movie Set
"User profile (audit only):
- gender: F
- age: 35-44
- occupation: artist

Watch history:
1. Red Planet
2. Battle for Haditha  [ NON-USA FORMAT, PAL, Reg.2 Import - United Kingdom ]
3. The Usual Suspects, Letterbox Edition VHS
4. Usual Suspects/Director's Gift Pack VHS
5. Inkubus
6. Lazarus Papers
7. Deep Blue Sea
8. The Return
9. Color Out Of Space
10. The Magnificent Seven VHS

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Red Planet
2. Battle for Haditha  [ NON-USA FORMAT, PAL, Reg.2 Import - United Kingdom ]
3. The Usual Suspects, Letterbox Edition VHS
4. Usual Suspects/Director's Gift Pack VHS
5. Inkubus
6. Lazarus Papers
7. Deep Blue Sea
8. The Return
9. Color Out Of Space
10. The Magnificent Seven VHS",F,35-44,artist,B003YDZV72,The Lost Tribe
"User profile (audit only):
- gender: F
- age: 55-64
- occupation: scientist

Watch history:
1. Broken Flowers
2. Full Speed VHS
3. Read My Lips
4. Hustle &amp; Flow
5. The Constant Gardener
6. Mystic Pizza VHS
7. Saved!
8. Red Eye
9. Asylum
10. Kung Fu Hustle

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Broken Flowers
2. Full Speed VHS
3. Read My Lips
4. Hustle &amp; Flow
5. The Constant Gardener
6. Mystic Pizza VHS
7. Saved!
8. Red Eye
9. Asylum
10. Kung Fu Hustle",F,55-64,scientist,B000BYA5GE,Lord of War
"User profile (audit only):
- gender: F
- age: 55-64
- occupation: farmer

Watch history:
1. A Touch of Zen
2. The Complete Lady Snowblood The Criterion Collection
3. The Bank Job
4. The Mummy Trilogy
5. Love and Other Drugs
6. The Iron Giant
7. No Tears for the Dead
8. The Shallows
9. Eye in the Sky
10. Heat

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. A Touch of Zen
2. The Complete Lady Snowblood The Criterion Collection
3. The Bank Job
4. The Mummy Trilogy
5. Love and Other Drugs
6. The Iron Giant
7. No Tears for the Dead
8. The Shallows
9. Eye in the Sky
10. Heat",F,55-64,farmer,B0017HRJ04,Heat
"User profile (audit only):
- gender: F
- age: 55-64
- occupation: customer service

Watch history:
1. Allan Quartermain VHS
2. Man of the House VHS
3. Assassins VHS
4. Airport 77 VHS
5. Airport 75
6. Tank
7. Lone Wolf McQuade VHS
8. Kill Switch
9. Force Of Execution
10. A Good Man Digital

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Allan Quartermain VHS
2. Man of the House VHS
3. Assassins VHS
4. Airport 77 VHS
5. Airport 75
6. Tank
7. Lone Wolf McQuade VHS
8. Kill Switch
9. Force Of Execution
10. A Good Man Digital",F,55-64,customer service,6300181510,Earthquake VHS
"User profile (audit only):
- gender: F
- age: 55-64
- occupation: self-employed

Watch history:
1. Up the Creek VHS
2. Hardbodies VHS
3. Hot Moves
4. Pretty Woman VHS
5. Some Kind of Wonderful VHS
6. Can't Buy Me Love VHS
7. Satisfaction VHS
8. Say Anything VHS
9. In the Mood VHS
10. Loverboy VHS

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Up the Creek VHS
2. Hardbodies VHS
3. Hot Moves
4. Pretty Woman VHS
5. Some Kind of Wonderful VHS
6. Can't Buy Me Love VHS
7. Satisfaction VHS
8. Say Anything VHS
9. In the Mood VHS
10. Loverboy VHS",F,55-64,self-employed,6301652037,Big Shots VHS
"User profile (audit only):
- gender: M
- age: 45-54
- occupation: homemaker

Watch history:
1. Transformers 3: Dark of the Moon
2. In Darkness
3. In Time
4. The Art of Getting By
5. Sherlock Holmes - A Game Of Shadows Edizione: Regno Unito  ITA italien
6. Yogi Bear 3d [Blu-ray] [Blu-ray] (2011)
7. Taken 2
8. Taken 2
9. Attack the Block
10. Chasing Mavericks

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. Transformers 3: Dark of the Moon
2. In Darkness
3. In Time
4. The Art of Getting By
5. Sherlock Holmes - A Game Of Shadows Edizione: Regno Unito  ITA italien
6. Yogi Bear 3d [Blu-ray] [Blu-ray] (2011)
7. Taken 2
8. Taken 2
9. Attack the Block
10. Chasing Mavericks",M,45-54,homemaker,B0067EKY7M,Salmon Fishing in the Yemen
"User profile (audit only):
- gender: F
- age: 35-44
- occupation: academic/educator

Watch history:
1. The Lonely Woman
2. Enchanted
3. Gay Purr-ee VHS
4. Go for Broke VHS
5. Only the Brave
6. When Dinosaurs Ruled the Earth VHS
7. Fighting with Anger
8. Keepin' It Country - Live at Red Rocks
9. Tae Guk Gi - The Brotherhood of War
10. Warlords

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. The Lonely Woman
2. Enchanted
3. Gay Purr-ee VHS
4. Go for Broke VHS
5. Only the Brave
6. When Dinosaurs Ruled the Earth VHS
7. Fighting with Anger
8. Keepin' It Country - Live at Red Rocks
9. Tae Guk Gi - The Brotherhood of War
10. Warlords",F,35-44,academic/educator,B00C2535TE,Storming Juno
"User profile (audit only):
- gender: F
- age: 18-24
- occupation: unemployed

Watch history:
1. The Night of the Grizzly VHS
2. Sweet Dreams
3. The Prince of Egypt VHS
4. Sea Wolves VHS
5. Coal Miner's Daughter VHS
6. Enemy Below VHS
7. The Sandpiper VHS
8. My Geisha VHS
9. Once Around VHS
10. Let's Make Love VHS

Task:
Recommend the next 10 items the user would like, as a ranked list.
Return ONLY a JSON array of item titles (strings), length = 10.
","Watch history:
1. The Night of the Grizzly VHS
2. Sweet Dreams
3. The Prince of Egypt VHS
4. Sea Wolves VHS
5. Coal Miner's Daughter VHS
6. Enemy Below VHS
7. The Sandpiper VHS
8. My Geisha VHS
9. Once Around VHS
10. Let's Make Love VHS",F,18-24,unemployed,630248443X,River of No Return VHS
